2022-12-01 18:44:41.413:   WARNING: Cannot create remote cache directory //assetcache/assetcache/assetcache_wot/
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_mil_001_GerPillbox_AM2.dds retrieved from cache file: W:\.assetcache_wot\55\AB\55AB57F0C5F4E751970D1F4816EFD5DE_hd_mil_001_GerPillbox_AM2.dds
2022-12-01 18:44:56.282: 530>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds ->
2022-12-01 18:44:56.282: 530>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds.marker
2022-12-01 18:44:56.282: 532>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds ->
2022-12-01 18:44:56.282: 532>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds.marker
2022-12-01 18:44:56.283:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_Pillbox_05.model?HavokProcessor
2022-12-01 18:44:56.283: 531>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds ->
2022-12-01 18:44:56.283: 531>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds.marker
2022-12-01 18:44:56.283:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM.dds retrieved from cache file: W:\.assetcache_wot\ED\8F\ED8FBF91F9C1FBCFA478F08F21859764_hd_hv3_029_Stone_01_AM.dds
2022-12-01 18:44:56.283:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM.dds retrieved from cache file: W:\.assetcache_wot\37\58\3758A41761E2E3DC6F6B2D22390C71BA_hd_hv3_029_Stone_01_ANM.dds
2022-12-01 18:44:56.283:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_GMM.dds retrieved from cache file: W:\.assetcache_wot\20\CA\20CA23E791FB7C1F1B991E003FD64482_hd_hv3_029_Stone_01_GMM.dds
2022-12-01 18:44:56.284:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_m31_t2_am.dds
2022-12-01 18:44:56.284:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_m31_t2_anm.dds
2022-12-01 18:44:56.285:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_m31_t2_gmm.dds
2022-12-01 18:44:56.285:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_m31_t2.primitives
2022-12-01 18:44:56.285: 539>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_M31_T2.primitives
2022-12-01 18:44:56.285: 539>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.285: 539>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.285: 539>  INFO:     Creating dependencies...
2022-12-01 18:44:56.285: 538>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds
2022-12-01 18:44:56.285: 538>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.285: 539>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.285: 538>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.285: 538>  INFO:     Creating dependencies...
2022-12-01 18:44:56.285: 539>  INFO: Checking conversion...
2022-12-01 18:44:56.285: 538>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.286: 536>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM.dds
2022-12-01 18:44:56.286: 536>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.286: 536>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.286: 536>  INFO:     Creating dependencies...
2022-12-01 18:44:56.286: 536>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.286: 538>  INFO: Checking conversion...
2022-12-01 18:44:56.286: 536>  INFO: Checking conversion...
2022-12-01 18:44:56.287: 539>  INFO:   Dependencies out of date
2022-12-01 18:44:56.287: 539>  INFO:     Converting task...
2022-12-01 18:44:56.287: 538>  INFO:   Dependencies out of date
2022-12-01 18:44:56.287: 534>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod1/hd_hv3_019_Stones_02.primitives ->
2022-12-01 18:44:56.287: 534>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod1/hd_hv3_019_Stones_02.primitives_processed
2022-12-01 18:44:56.287: 538>  INFO:     Converting task...
2022-12-01 18:44:56.287: 537>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM.dds
2022-12-01 18:44:56.287: 537>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.287: 537>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.287: 537>  INFO:     Creating dependencies...
2022-12-01 18:44:56.287: 537>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.287: 536>  INFO:   Dependencies out of date
2022-12-01 18:44:56.287: 537>  INFO: Checking conversion...
2022-12-01 18:44:56.288: 536>  INFO:     Converting task...
2022-12-01 18:44:56.288: 530>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_027_Camera_AM.dds.marker
2022-12-01 18:44:56.288: 532>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_027_Camera_GMM.dds.marker
2022-12-01 18:44:56.288: 525>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM.dds_plus_secondarydeps written to: W:\.assetcache_wot\08\93\0893954A51B4E348379079D9474444E1_hd_hv3_019_Stones_02_NM.dds_plus_secondarydeps
2022-12-01 18:44:56.288: 525>  INFO: DONE: Task Completed
2022-12-01 18:44:56.288: 530>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds ->
2022-12-01 18:44:56.288: 530>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM_hd.dds
2022-12-01 18:44:56.288: 531>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_027_Camera_ANM.dds.marker
2022-12-01 18:44:56.288: 532>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds ->
2022-12-01 18:44:56.288: 532>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM_hd.dds
2022-12-01 18:44:56.288: 533>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_Camera.primitives ->
2022-12-01 18:44:56.288: 533>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_Camera.primitives_processed
2022-12-01 18:44:56.288: 537>  INFO:   Dependencies out of date
2022-12-01 18:44:56.289: 531>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds ->
2022-12-01 18:44:56.289: 531>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM_hd.dds
2022-12-01 18:44:56.289: 537>  INFO:     Converting task...
2022-12-01 18:44:56.289: 530>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds ->
2022-12-01 18:44:56.289: 530>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds
2022-12-01 18:44:56.289: 532>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds ->
2022-12-01 18:44:56.289: 532>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds
2022-12-01 18:44:56.289: 539>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_M31_T2.primitives ->
2022-12-01 18:44:56.289: 539>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_M31_T2.primitives_processed
2022-12-01 18:44:56.289: 531>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds ->
2022-12-01 18:44:56.289: 531>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds
2022-12-01 18:44:56.291: 534>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod1/hd_hv3_019_Stones_02.primitives_processed written to: W:\.assetcache_wot\B7\2C\B72CFA3EA995630410AD0024B8AC990F_hd_hv3_019_Stones_02.primitives_processed
2022-12-01 18:44:56.292: 530>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM_hd.dds written to: W:\.assetcache_wot\CA\54\CA54AAB54FFBC8AA4D5AFE2C2B82FD18_hd_hv3_027_Camera_AM_hd.dds
2022-12-01 18:44:56.293: 533>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_Camera.primitives_processed written to: W:\.assetcache_wot\C5\79\C579919B862EDFFA7B88FF061BA3444E_hd_hv3_027_Camera.primitives_processed
2022-12-01 18:44:56.294: 538>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds ->
2022-12-01 18:44:56.294: 538>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds.marker
2022-12-01 18:44:56.294: 531>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM_hd.dds written to: W:\.assetcache_wot\F6\B3\F6B3AE2CEB9929DC270D4B29993FD9D7_hd_hv3_027_Camera_ANM_hd.dds
2022-12-01 18:44:56.294: 532>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM_hd.dds written to: W:\.assetcache_wot\E9\D7\E9D7F9870F37211B64F80914BF013396_hd_hv3_027_Camera_GMM_hd.dds
2022-12-01 18:44:56.295: 536>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM.dds ->
2022-12-01 18:44:56.295: 536>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM.dds.marker
2022-12-01 18:44:56.295: 539>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_M31_T2.primitives_processed written to: W:\.assetcache_wot\7D\CF\7DCF53CEA3A80C09BB4294B1C6168F29_hd_hv3_M31_T2.primitives_processed
2022-12-01 18:44:56.295: 534>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod1/hd_hv3_019_Stones_02.primitives_plus_secondarydeps written to: W:\.assetcache_wot\2F\2F\2F2FD85DEF8B1AE51B0077D693809368_hd_hv3_019_Stones_02.primitives_plus_secondarydeps
2022-12-01 18:44:56.295: 537>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM.dds ->
2022-12-01 18:44:56.295: 537>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM.dds.marker
2022-12-01 18:44:56.296: 533>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_Camera.primitives_plus_secondarydeps written to: W:\.assetcache_wot\94\C2\94C24FF86B2D9A1125F2265E4D8F15BE_hd_hv3_027_Camera.primitives_plus_secondarydeps
2022-12-01 18:44:56.297: 530>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds written to: W:\.assetcache_wot\88\86\8886E7D371574A448B97FF0B583ACE7F_hd_hv3_027_Camera_AM.dds
2022-12-01 18:44:56.297: 538>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_M31_T2_GMM.dds.marker
2022-12-01 18:44:56.297: 536>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_M31_T2_AM.dds.marker
2022-12-01 18:44:56.297: 534>  INFO: DONE: Task Completed
2022-12-01 18:44:56.297: 533>  INFO: DONE: Task Completed
2022-12-01 18:44:56.298: 537>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_M31_T2_ANM.dds.marker
2022-12-01 18:44:56.298: 538>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds ->
2022-12-01 18:44:56.298: 538>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM_hd.dds
2022-12-01 18:44:56.298: 536>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM.dds ->
2022-12-01 18:44:56.298: 536>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM_hd.dds
2022-12-01 18:44:56.298: 539>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_M31_T2.primitives_plus_secondarydeps written to: W:\.assetcache_wot\31\DF\31DFF346F714E2B78B7FA39088B6E016_hd_hv3_M31_T2.primitives_plus_secondarydeps
2022-12-01 18:44:56.298: 539>  INFO: DONE: Task Completed
2022-12-01 18:44:56.298: 537>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM.dds ->
2022-12-01 18:44:56.298: 537>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM_hd.dds
2022-12-01 18:44:56.298: 532>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds written to: W:\.assetcache_wot\B6\48\B64800169F6FCA828D3A8052591D8294_hd_hv3_027_Camera_GMM.dds
2022-12-01 18:44:56.298: 531>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds written to: W:\.assetcache_wot\76\27\762752AC62576F55907DDBDAA93CCEC0_hd_hv3_027_Camera_ANM.dds
2022-12-01 18:44:56.298: 538>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds ->
2022-12-01 18:44:56.298: 538>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds
2022-12-01 18:44:56.299: 536>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM.dds ->
2022-12-01 18:44:56.299: 536>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM.dds
2022-12-01 18:44:56.300: 537>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM.dds ->
2022-12-01 18:44:56.300: 537>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM.dds
2022-12-01 18:44:56.300:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_Camera.primitives_processed retrieved from cache file: W:\.assetcache_wot\C5\79\C579919B862EDFFA7B88FF061BA3444E_hd_hv3_027_Camera.primitives_processed
2022-12-01 18:44:56.300:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod1/hd_hv3_019_Stones_02.primitives_processed retrieved from cache file: W:\.assetcache_wot\B7\2C\B72CFA3EA995630410AD0024B8AC990F_hd_hv3_019_Stones_02.primitives_processed
2022-12-01 18:44:56.300:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_M31_T2.primitives_processed retrieved from cache file: W:\.assetcache_wot\7D\CF\7DCF53CEA3A80C09BB4294B1C6168F29_hd_hv3_M31_T2.primitives_processed
2022-12-01 18:44:56.301: 530>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds_plus_secondarydeps written to: W:\.assetcache_wot\4E\D8\4ED88207B37E651F049A80723CB44368_hd_hv3_027_Camera_AM.dds_plus_secondarydeps
2022-12-01 18:44:56.301: 530>  INFO: DONE: Task Completed
2022-12-01 18:44:56.301:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds retrieved from cache file: W:\.assetcache_wot\88\86\8886E7D371574A448B97FF0B583ACE7F_hd_hv3_027_Camera_AM.dds
2022-12-01 18:44:56.302:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds retrieved from cache file: W:\.assetcache_wot\88\86\8886E7D371574A448B97FF0B583ACE7F_hd_hv3_027_Camera_AM.dds
2022-12-01 18:44:56.302:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM.dds retrieved from cache file: W:\.assetcache_wot\D3\35\D335948718D940EFCB0E9C280C6C488B_hd_hv3_019_Stones_02_NM.dds
2022-12-01 18:44:56.302: 532>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds_plus_secondarydeps written to: W:\.assetcache_wot\FA\6A\FA6A2EFD4CDB08EA1D7B8720EEC4D09F_hd_hv3_027_Camera_GMM.dds_plus_secondarydeps
2022-12-01 18:44:56.302:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_dirt.dds retrieved from cache file: W:\.assetcache_wot\19\DF\19DFEB882CBE417BA8084C30F56BE94C_hd_hv3_019_Stones_dirt.dds
2022-12-01 18:44:56.302: 532>  INFO: DONE: Task Completed
2022-12-01 18:44:56.302:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_GBMT.dds retrieved from cache file: W:\.assetcache_wot\1B\62\1B622BF3724E3E37266FB722A34504A7_hd_hv3_019_Stones_Atlas_GBMT.dds
2022-12-01 18:44:56.302:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_MAO.dds retrieved from cache file: W:\.assetcache_wot\02\F6\02F6CBDC7BFB032F6A444D5982C2476B_hd_hv3_019_Stones_Atlas_MAO.dds
2022-12-01 18:44:56.302: 531>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds_plus_secondarydeps written to: W:\.assetcache_wot\82\24\8224796D2C704C38C22477D846450E61_hd_hv3_027_Camera_ANM.dds_plus_secondarydeps
2022-12-01 18:44:56.302: 538>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM_hd.dds written to: W:\.assetcache_wot\04\1E\041EEBC7A3959E2316CDAAB161F94A36_hd_hv3_M31_T2_GMM_hd.dds
2022-12-01 18:44:56.302: 531>  INFO: DONE: Task Completed
2022-12-01 18:44:56.302:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_AM.dds retrieved from cache file: W:\.assetcache_wot\49\2A\492AF93A53739793B841688F02C703BB_hd_hv3_019_Stones_Atlas_AM.dds
2022-12-01 18:44:56.303:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_019_stones_02.primitives
2022-12-01 18:44:56.303: 540>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_019_Stones_02.primitives
2022-12-01 18:44:56.303: 540>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.303: 540>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.303: 540>  INFO:     Creating dependencies...
2022-12-01 18:44:56.303: 536>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_AM_hd.dds written to: W:\.assetcache_wot\06\ED\06EDED4A8A433C4569C3CBF0454D2583_hd_hv3_M31_T2_AM_hd.dds
2022-12-01 18:44:56.304: 540>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.304: 540>  INFO: Checking conversion...
2022-12-01 18:44:56.305: 537>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_ANM_hd.dds written to: W:\.assetcache_wot\60\A8\60A8DBC1B3A506F18347CA73BDCBDFAC_hd_hv3_M31_T2_ANM_hd.dds
2022-12-01 18:44:56.305: 540>  INFO:   Dependencies out of date
2022-12-01 18:44:56.305: 540>  INFO:     Converting task...
2022-12-01 18:44:56.305:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_Camera.model?HavokProcessor
2022-12-01 18:44:56.307:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_M31_T2.model?HavokProcessor
2022-12-01 18:44:56.307:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_017_Shed_ANM.dds retrieved from cache file: W:\.assetcache_wot\FB\CB\FBCB47AE0E342B5393DD21608E821307_hd_hv3_017_Shed_ANM.dds
2022-12-01 18:44:56.307:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_017_Shed_GMM.dds retrieved from cache file: W:\.assetcache_wot\32\8C\328C54D1ACDE30F32C3606F1D9967C1A_hd_hv3_017_Shed_GMM.dds
2022-12-01 18:44:56.307: 538>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_M31_T2_GMM.dds written to: W:\.assetcache_wot\24\A6\24A6F87EDC301BBD859117E56754EBEB_hd_hv3_M31_T2_GMM.dds
2022-12-01 18:44:56.307:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_017_Shed_AM.dds retrieved from cache file: W:\.assetcache_wot\56\C2\56C29EF00403469EBB4E42CE5535BF58_hd_hv3_017_Shed_AM.dds
2022-12-01 18:44:56.307:   INFO: Asset request for content/Detail_tex/Detail_tile_universal.dds retrieved from cache file: W:\.assetcache_wot\F5\27\F527E206A51E0C0027F78A6B2B1FE6E4_Detail_tile_universal.dds
2022-12-01 18:44:56.307: 540>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_019_Stones_02.primitives ->
2022-12-01 18:44:56.307: 540>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_019_Stones_02.primitives_processed
